ragtard,retard,raghead
ramrod,ramrod,
rat bastard,bastard,
rat baztad,bastard,
reacharound,reacharound,
rectum,rectum,
redskin,redskin,
retard,retard,
retardo,retard,
retardotron,retard,
rice monkey,monkey,
rim job,rim job,
s_h_i_,shit,
s_h_i_s,shit,
s-lut,slut,
s.o.b.,bitch,
s.o.b.s,bitch,
s/h/i/t,shit,
S&M,sadomasochism,
sack,ballsack,
salad tosser,salad tosser,
sambo,sambo,
sand nigger,nigger,
sausage jockey,sausage jockey,
scamfuck,fuck,
schlong,schlong,
scumfuck,fuck,scum
scumfucker,fuck,scum
scumfvck,fuck,scum
scummy,scum,
scut,scut,
sh! +,shit,
sh!+,shit,
sh1s,shit,
sh1t,shit,
sh1t3,shit,
sh1td1ck,shit,dick
sh1tdick,shit,dick
sh1te,shit,
sh1tfuck,fuck,shit
sh1th3ad,shit,
sh1theads,shit,
sh1ts,shit,
sh1tsome,shit,
sh1tt,shit,
sh1tty,shit,
sh3mal3,shemale,
sh3male,shemale,
shat,shit,
she-male,shemale,
sheeeet,shit,
sheet,shit,
sheister,shit,
shemal3,shemale,
shemale,shemale,
shemales,shemale,
shet,shit,
shi+,shit,
shi+e,shit,
shi+y,shit,
shiat,shit,
shiddick,shit,dick
shiester,shiester,
shiesterfuck,fuck,shit
shiesterfuckface,fuck,shit
shiesterfuckhead,fuck,shit
shiesterfucks,fuck,shit
shipdit,shit,
shit,shit,
shit face,shit,
shit for brains,shit,
shit fuck,fuck,shit
shit fucker,fuck,shit
shit head,shit,
shit licker,shit,
shit stain,shit,
shit-arse,shit,arse
shit-ass,shit,ass
shit-bandit,shit,
shit-fucker,fuck,shit
shit-stuffers,shit,
shit3,shit,
shitass,shit,ass
shitasses,shit,ass
shitassfucker,fuck,shit
shitassfuckface,fuck,shit
shitbag,shit,
shitbird,shit,
shitblimp,shit,
shitblimps,shit,
shitbrain,shit,
shitd1ck,shit,dick
shitdick,shit,dick
shitdicks,shit,dick
shitdikk,shit,dick
shitdip,shit,
shite,shit,
shiteblimps,shit,
shited,shit,
shitedick,shit,dick
shitefuck,fuck,shit
shitefulls,shit,
shitehead,shit,
shites,shit,
shitey,shit,
shitface,shit,
shitfaced,shit,
shitfacefuck,fuck,shit
shitfacefucker,fuck,shit
shitfck,shit,fuck
shitfk,shit,fuck
shitfreak,shit,
shitfuck,fuck,shit
shitfucker,fuck,shit
shitfuckhead,fuck,shit
shitfuckmotherfucker,motherfucker,shit
shitfucks,fuck,shit
shitfudgefucker,fuck,shit
shitfvck,shit,fuck
shithead,shit,
shitheadfucker,fuck,shit
shitheadfuckface,fuck,shit
shitheads,shit,
shithole,shit,
shits,shit,
shitsdick,shit,dick
shitsfuck,fuck,shit
shitsful,shit,
shittastic,shit,
shittasticfuck,fuck,shit
shitte,shit,
shitted,shit,
shitter,shit,
shitterfucker,fuck,shit
shitti,shit,
shitties,shit,
shittiest,shit,
shitting,shit,
shittings,shit,
shitty,shit,
shitty mofoes,shit,motherfucker
shittydick,shit,dick
shittydicks,shit,dick
shittyfuck,fuck,shit
shittyfuckface,fuck,shit
shittyful,shit,
shlong,shlong,
shmale,shemale,
shtfuk,shit,fuck
shut the fuck up,fuck,
shylock,shylock,
shytfeisterfuck,fuck,
sissy,sissy,
sixty-nine,69,
sk@nks,skank,
sk@nky,skank,
sk@nkz,skank,
skank,skank,
skanks,skank,
skanky,skank,
skankz,skank,
sl@nteye,slant eye,
slag,slag,
slantard,retard,slant eye
slanteye,slant eye,
slanteye b1tch,bitch,slant eye
slanteyes,slant eye,
slanteyeshit,shit,slant eye
slantfreak,slant eye,
slanty,slant eye,
slit,slit,
slut,slut,
slut hole,slut,
sluts,slut,
slutty,slut,
snatch,snatch,
snatch licker,snatch,
soab,bitch,
son o bitch,bitch,
son of a bitch,bitch,
son-of-a-bitch,bitch,
sonna bitch,bitch,
sonofabitch,bitch,
sonofbitches,bitch,
sons of b1tches,bitch,
sons of bitches,bitch,
sons-of-bitches,bitch,
sonz of bitchez,bitch,
soppy bollucks,bollocks,
spanking,spank,
sperm,sperm,
sphincter,sphincter,
spic,spic,
spicfuck,fuck,spic
spick,spic,
spics,spic,
spicshit,spic,shit
spig,spic,
spik,spic,
spix,spic,
spook,spook,
spooks,spook,
spunk,spunk,
stfu,fuck,
stump chewer,stump chewer,
stupid fucker,fuck,
stupid hoe,hoe,
stupidasses,ass,
suck,suck,
suck my cock,cock,
suck my d,dick,
suck my dick,dick,
suck off,suck,
sum of a bitch,bitch,
sumbitch,bitch,
swine,swine,
swine fucker,fuck,swine
tacohead,tacohead,
tadger,tadger,
taking the piss,taking the piss,
tallywacker,tallywacker,
tar-baby,tar-baby,
tard,retard,
tard asses,ass,
tart,tart,
throat yogurt,throat yogurt,
throater,throater,
tickle the pickle,tickle the pickle,
timber nigger,nigger,
tits,tit,
tongue fucker,fuck,
tongue fucking,fuck,
tosser,tosser,
tossing salad,tossing salad,
towelhead,towelhead,
towelheads,towelhead,
towelshithead,towelhead,shit
tramp,tramp,
Tranny,tranny,
transvestite,transvestite,
trashb1tch,bitch,trash
trashbitch,bitch,trash
trashbitches,bitch,trash
trashbitchez,bitch,trash
trashbtch,bitch,trash
trasherbitch,bitch,trash
trasherbitchs,bitch,trash
trashybitches,bitch,
trouser snake,trouser snake,
trousersnake,trousersnake,
turdcutter,turd,
turdhead,turd,
tw@t,twat,
twa+,twat,
twat,twat,
twat waffle,twat,
twatface,twat,
twats,twat,
twatt,twat,
twattish,twat,
twatzilla,twat,
twink,twink,
upskirts,upskirt,
useless fucker,fuck,
vag,vagina,
vajayjay,vagina,
vulva,vulva,
w@nker,wank,
w@nkers,wank,
w4nk3r,wank,
w4nker,wank,
wang,wang,
wang wrangler,wang,
wank,wank,
wank off,wank,
wank3r,wank,
wank3rs,wank,
wankbastard,wank,bastard
wanked,wank,
wanker,wank,
wankers,wank,
wankies,wank,
wanking,wank,
wanks,wank,
we1back,wetback,
weenie,weenie,
weiner,weiner,
wet back,wetback,
wetback,wetback,
wetbacks,wetback,
wh0r3,whore,
wh0re,whore,
whack off,whack off,
what the fuck,fuck,
whoar,whore,
whoars,whore,
whor3,whore,
whore,whore,
whores,whore,
wigger,nigger,
willy-whacker,willy-whacker,
window licker,window licker,
wise ass,ass,
wnker,wank,
wop,wop,
wophead,wop,
zip in the wire,zipperhead,
zipperhead,zipperhead,
